23/2/2020	$ 9.872,56	$ 266,72	$ 77,03	$ 81,50
22/2/2020	$ 9.674,89	$ 262,96	$ 74,63	$ 81,83
21/2/2020	$ 9.715,98	$ 262,43	$ 72,29	$ 79,23
20/2/2020	$ 9.575,27	$ 260,30	$ 71,03	$ 77,71
19/2/2020	$ 10.129,40	$ 279,01	$ 77,33	$ 85,48
18/2/2020	$ 9.794,84	$ 268,42	$ 74,00	$ 82,65
17/2/2020	$ 9.761,55	$ 246,54	$ 69,91	$ 89,02
16/2/2020	$ 10.003,10	$ 272,46	$ 79,23	$ 88,55
15/2/2020	$ 10.243,70	$ 280,72	$ 80,63	$ 94,79
14/2/2020	$ 10.194,90	$ 265,10	$ 80,41	$ 92,60
13/2/2020	$ 10.455,00	$ 272,51	$ 83,29	$ 94,99
12/2/2020	$ 10.341,40	$ 248,75	$ 79,12	$ 89,93
11/2/2020	$ 9.761,38	$ 219,02	$ 73,28	$ 84,81
10/2/2020	$ 9.881,91	$ 223,55	$ 74,58	$ 87,12
9/2/2020	$ 10.110,30	$ 228,43	$ 77,45	$ 80,86
8/2/2020	$ 9.770,27	$ 220,76	$ 73,53	$ 79,63
7/2/2020	$ 9.775,13	$ 220,99	$ 73,25	$ 78,10
6/2/2020	$ 9.831,30	$ 213,49	$ 73,81	$ 77,61
5/2/2020	$ 9.834,81	$ 213,71	$ 73,88	$ 75,09
4/2/2020	$ 9.249,76	$ 187,34	$ 68,39	$ 76,86
3/2/2020	$ 9.540,01	$ 200,01	$ 72,43	$ 74,65
2/2/2020	$ 9.533,64	$ 199,80	$ 72,42	$ 73,09
1/2/2020	$ 9.411,54	$ 183,61	$ 70,96	$ 71,87
31/1/2020	$ 9.271,35	$ 178,05	$ 67,16	$ 74,80
30/1/2020	$ 9.319,58	$ 177,22	$ 67,28	$ 69,75
29/1/2020	$ 9.355,41	$ 176,35	$ 60,28	$ 67,66
28/1/2020	$ 8.980,87	$ 171,23	$ 58,23	$ 65,37
27/1/2020	$ 8.619,23	$ 166,63	$ 56,29	$ 63,74
26/1/2020	$ 8.584,68	$ 165,28	$ 55,93	$ 61,53
25/1/2020	$ 8.337,65	$ 155,14	$ 53,23	$ 61,65
24/1/2020	$ 8.457,95	$ 161,13	$ 54,45	$ 62,27
23/1/2020	$ 8.302,82	$ 159,67	$ 53,03	$ 64,93
22/1/2020	$ 8.631,24	$ 167,40	$ 58,03	$ 65,89
21/1/2020	$ 8.642,57	$ 168,32	$ 57,48	$ 64,91
20/1/2020	$ 8.727,32	$ 168,98	$ 57,36	$ 65,00
19/1/2020	$ 9.116,93	$ 174,36	$ 60,59	$ 67,15
18/1/2020	$ 8.959,68	$ 172,65	$ 62,17	$ 69,08
17/1/2020	$ 8.928,47	$ 171,59	$ 61,30	$ 65,64
16/1/2020	$ 8.621,61	$ 160,91	$ 56,18	$ 68,39
15/1/2020	$ 8.743,12	$ 163,38	$ 57,44	$ 62,80
14/1/2020	$ 8.725,63	$ 161,20	$ 57,24	$ 57,83
13/1/2020	$ 8.115,98	$ 143,65	$ 49,71	$ 59,15
12/1/2020	$ 8.047,41	$ 142,96	$ 49,87	$ 58,22
11/1/2020	$ 8.164,03	$ 143,19	$ 49,07	$ 58,54
10/1/2020	$ 8.161,36	$ 143,61	$ 48,97	$ 58,84
9/1/2020	$ 7.793,22	$ 137,03	$ 44,30	$ 59,28
8/1/2020	$ 8.025,46	$ 139,17	$ 45,38	$ 58,60
7/1/2020	$ 8.104,83	$ 143,64	$ 46,50	$ 58,83
6/1/2020	$ 7.514,34	$ 138,90	$ 44,26	$ 53,60
5/1/2020	$ 7.542,33	$ 141,36	$ 44,89	$ 50,30
4/1/2020	$ 7.323,85	$ 133,73	$ 42,08	$ 50,85
3/1/2020	$ 6.954,92	$ 126,96	$ 39,36	$ 45,34
2/1/2020	$ 7.323,95	$ 133,71	$ 42,08	$ 45,78
1/1/2020	$ 7.208,67	$ 129,87	$ 41,44	$ 44,59
31/12/2019	$ 7.246,07	$ 131,44	$ 42,57	$ 46,03
30/12/2019	$ 7.221,32	$ 131,00	$ 42,09	$ 46,58
29/12/2019	$ 7.422,10	$ 133,42	$ 43,48	$ 45,49
28/12/2019	$ 7.330,69	$ 128,83	$ 43,37	$ 45,06
27/12/2019	$ 7.196,13	$ 125,18	$ 40,53	$ 45,22
26/12/2019	$ 7.260,28	$ 127,69	$ 40,79	$ 46,04
25/12/2019	$ 7.227,73	$ 126,03	$ 40,00	$ 45,91
24/12/2019	$ 7.248,87	$ 125,59	$ 40,20	$ 47,19
23/12/2019	$ 7.461,26	$ 129,71	$ 41,30	$ 47,40
22/12/2019	$ 7.146,87	$ 127,37	$ 39,76	$ 45,18
21/12/2019	$ 7.184,29	$ 127,34	$ 39,95	$ 46,74
20/12/2019	$ 7.184,27	$ 127,33	$ 39,95	$ 47,44
19/12/2019	$ 7.153,23	$ 127,58	$ 40,03	$ 47,79
18/12/2019	$ 7.143,41	$ 130,24	$ 40,31	$ 45,00
